	Adelie1	Adelie2	Adelie3	Adelie4	Gentoo1	Gentoo2	Gentoo3	Gentoo4
PENG0000029226	0	0	0	0	0	0	0	0
PENG0000029227	323	318	356	232	251	194	494	254
PENG0000029228	1394	1160	1221	853	1308	707	1527	912
PENG0000029229	1	0	0	0	0	0	1	1
PENG0000029230	0	0	0	0	0	0	1	0
PENG0000029231	1	1	0	0	0	0	1	0
PENG0000029232	13	22	17	12	12	2	22	7
PENG0000029233	0	0	0	0	3	0	2	1
PENG0000029234	436	494	507	405	400	272	569	460
PENG0000029235	916	984	884	740	601	400	1103	580
PENG0000029236	628	652	515	668	645	436	678	689
PENG0000029237	93	152	162	98	82	118	208	133
PENG0000029238	7825	10396	8281	8098	9260	8597	10788	12591
PENG0000029239	0	0	0	0	0	0	0	0
PENG0000029240	0	0	0	0	0	0	0	0
PENG0000029241	1397	2831	1146	1535	990	989	2010	1294
PENG0000029242	494	414	669	435	511	278	673	569
PENG0000029243	20	31	21	34	2	7	6	5
PENG0000029244	0	2	2	1	0	0	2	2
PENG0000029245	1	1	0	2	0	0	0	1
PENG0000029246	585	686	698	451	529	362	748	455
PENG0000029247	0	0	0	0	0	0	0	0
PENG0000029248	0	1	0	0	0	0	0	0
PENG0000029249	128	159	170	120	117	102	231	145
PENG0000029250	27	46	50	33	30	25	43	28
PENG0000029251	0	0	0	0	0	0	0	0
PENG0000029252	223	324	379	271	188	160	372	216
PENG0000029253	286	336	332	247	282	225	513	213
PENG0000029254	0	0	0	0	0	0	0	0
PENG0000029255	3628	3168	3937	2980	3710	2327	4855	3020
PENG0000029256	0	0	0	0	0	0	0	0
PENG0000029257	0	0	0	0	0	0	0	0
PENG0000029258	44	72	58	24	33	26	55	44
PENG0000029259	0	0	0	0	0	0	1	0
PENG0000029260	483	464	284	346	389	241	309	321
PENG0000029261	709	939	966	706	736	614	1148	775
PENG0000029262	0	0	0	0	0	0	0	0
PENG0000029263	1055	1192	1080	1126	749	546	1183	1156
PENG0000029264	351	371	366	257	305	247	413	234
PENG0000029265	2	1	0	1	3	1	3	0
PENG0000029266	0	0	0	0	0	0	0	0
PENG0000029267	0	0	0	0	0	0	0	0
PENG0000029268	119	161	132	178	76	54	114	134
PENG0000029269	0	0	0	0	0	0	2	0
PENG0000029270	15	31	8	16	3	4	7	4
PENG0000029271	0	0	0	0	0	0	0	1
PENG0000029272	265	370	419	329	793	521	851	710
PENG0000029273	0	0	0	0	0	0	0	0
PENG0000029274	12	5	1	5	12	5	3	12
PENG0000029275	497	672	538	533	448	448	649	578
PENG0000029276	0	0	0	0	0	0	0	0
PENG0000029277	358	441	509	314	344	261	636	340
PENG0000029278	0	0	0	0	0	0	0	0
PENG0000029279	0	0	0	0	0	0	1	0
PENG0000029280	3	0	0	5	0	0	0	1
PENG0000029281	2657	2700	2917	2077	2525	1924	3767	2556
PENG0000029282	19	14	14	9	9	1	24	11
PENG0000029283	0	0	0	0	0	0	0	0
PENG0000029284	0	0	0	0	0	0	0	0
PENG0000029285	0	1	0	0	5	1	0	0
PENG0000029286	385	398	422	350	241	227	402	293
PENG0000029287	1	0	0	0	0	0	0	0
PENG0000029288	0	0	0	0	0	0	0	0
PENG0000029289	0	0	0	0	0	0	0	0
PENG0000029290	0	0	0	0	0	0	0	0
PENG0000029291	1	1	0	2	2	0	3	2
PENG0000029292	662	775	849	512	664	485	1079	599
PENG0000029293	2	7	8	3	8	5	11	9
PENG0000029294	105	148	112	106	99	67	189	110
PENG0000029295	0	0	0	0	0	0	0	0
PENG0000029296	1	0	0	1	0	0	0	0
PENG0000029297	33	62	13	27	10	12	19	20
PENG0000029298	0	0	0	0	0	0	0	0
PENG0000029299	0	0	0	0	0	0	0	0
PENG0000029300	29	62	25	38	19	54	61	69
PENG0000029301	5102	6219	5653	4722	4470	3853	6954	5161
PENG0000029302	0	0	0	0	0	0	0	0
PENG0000029303	43	44	102	53	84	63	94	113
PENG0000029304	0	0	0	0	0	0	0	0
PENG0000029305	0	0	0	0	0	0	0	0
PENG0000029306	86	78	58	100	61	35	69	72
PENG0000029307	0	0	0	0	0	0	0	0
PENG0000029308	0	0	0	0	0	0	0	0
PENG0000029309	0	0	1	0	0	0	1	0
PENG0000029310	0	0	0	0	0	0	0	0
PENG0000029311	0	0	0	0	0	0	0	0
PENG0000029312	1	0	0	1	0	0	0	0
PENG0000029313	0	0	0	0	0	0	0	0
PENG0000029314	403	511	542	374	418	295	712	367
PENG0000029315	0	0	0	0	0	0	0	0
PENG0000029316	0	1	0	1	0	0	0	0
PENG0000029317	0	0	0	0	0	0	0	0
PENG0000029318	0	0	1	0	0	0	0	0
PENG0000029319	14	20	6	14	7	7	5	11
PENG0000029320	42	75	86	52	41	39	76	46
PENG0000029321	0	1	0	0	0	0	0	0
PENG0000029322	121	131	124	110	103	57	114	98
PENG0000029323	334	2889	238	521	176	841	161	247
PENG0000029324	519	569	619	453	465	349	709	396
PENG0000029325	637	808	817	691	470	362	1242	569
PENG0000029326	0	0	0	0	0	0	0	0
PENG0000029327	0	0	0	0	0	0	0	0
PENG0000029328	6	7	3	7	1	1	2	0
PENG0000029329	504	512	504	382	377	260	584	327
PENG0000029330	0	0	0	0	0	0	0	0
PENG0000029331	5	2	3	2	7	1	15	5
PENG0000029332	126	111	156	99	102	54	250	77
PENG0000029333	0	0	0	0	0	0	0	0
PENG0000029334	4	2	2	2	0	0	2	0
PENG0000029335	71	52	32	44	27	18	30	25
PENG0000029336	1	0	1	0	0	0	0	0
PENG0000029337	0	0	0	0	0	0	0	0
PENG0000029338	15	30	19	13	12	3	21	12
PENG0000029339	12	9	9	7	11	10	5	5
PENG0000029340	1	1	0	0	0	0	0	0
PENG0000029341	24	0	2	1	19	1	3	0
PENG0000029342	938	1214	1219	756	784	683	1480	861
PENG0000029343	18	4	15	8	9	5	10	8
PENG0000029344	941	904	1026	653	945	593	1802	934
PENG0000029345	0	0	0	0	0	0	0	0
PENG0000029346	13	21	30	13	19	11	37	16
PENG0000029347	0	0	0	0	0	0	0	0
PENG0000029348	0	0	0	0	0	0	1	0
PENG0000029349	219	233	236	197	179	104	342	190
PENG0000029350	0	0	0	0	1	0	0	0
PENG0000029351	157	93	302	108	76	35	197	49
PENG0000029352	1	4	3	1	1	1	5	0
PENG0000029353	15	74	1	66	6	19	1	46
PENG0000029354	0	0	0	0	0	0	0	0
PENG0000029355	952	1158	1102	837	792	709	1316	822
PENG0000029356	1341	1222	1365	1218	1208	798	1631	1095
PENG0000029357	0	0	0	0	0	0	0	0
PENG0000029358	62	67	88	66	105	93	177	149
PENG0000029359	0	0	2	1	0	0	0	0
PENG0000029360	0	2	1	2	1	0	0	0
PENG0000029361	422	388	474	353	348	237	542	343
PENG0000029362	0	2	0	0	0	1	0	0
PENG0000029363	0	0	0	0	0	0	0	0
PENG0000029364	0	0	0	0	0	0	0	0
PENG0000029365	2431	4383	3733	3307	3357	3029	9851	3737
PENG0000029366	0	1	1	0	0	0	1	0
PENG0000029367	0	0	0	0	0	0	0	0
PENG0000029368	0	0	0	0	0	0	0	0
PENG0000029369	1432	1743	1814	1569	1104	1234	2132	1552
PENG0000029370	0	0	0	0	0	0	0	0
PENG0000029371	0	0	0	0	0	0	0	0
PENG0000029372	0	0	0	0	0	0	0	0
PENG0000029373	604	781	1008	461	455	400	1072	517
PENG0000029374	3	1	1	4	6	1	0	2
PENG0000029375	0	0	0	0	0	0	0	0
PENG0000029376	0	0	0	0	0	0	0	0
PENG0000029377	0	0	0	0	0	0	0	0
PENG0000029378	0	0	0	0	0	0	0	0
PENG0000029379	7	30	31	15	1	3	9	4
PENG0000029380	523	471	507	432	533	341	779	545
PENG0000029381	0	0	1	0	1	0	0	0
PENG0000029382	0	0	0	0	0	0	0	0
PENG0000029383	68	177	178	101	57	97	153	73
PENG0000029384	0	0	0	0	2	0	0	0
PENG0000029385	0	0	0	0	0	0	0	0
PENG0000029386	4	3	12	3	8	4	18	4
PENG0000029387	1	0	0	0	1	0	3	0
PENG0000029388	0	0	0	0	0	0	0	0
PENG0000029389	586	541	457	471	454	386	634	593
PENG0000029390	594	639	669	526	588	529	1087	628
PENG0000029391	0	1	0	1	0	0	0	0
PENG0000029392	242	325	363	266	253	186	582	340
PENG0000029393	305	272	359	223	215	122	341	190
PENG0000029394	55	429	50	292	430	618	69	967
PENG0000029395	0	0	0	0	0	0	0	0
PENG0000029396	0	1	0	2	0	0	2	0
PENG0000029397	1	1	0	0	0	0	0	0
PENG0000029398	0	0	0	0	0	0	0	0
PENG0000029399	3585	4127	4454	2950	2304	1541	4553	2469
PENG0000029400	0	2	0	0	1	0	1	0
PENG0000029401	0	1	0	0	0	0	1	0
PENG0000029402	357	413	471	371	307	229	511	342
PENG0000029403	267	44	138	230	249	21	115	256
PENG0000029404	378	356	338	276	418	229	594	289
PENG0000029405	136	175	180	127	152	106	313	128
PENG0000029406	1084	1194	1233	934	1218	976	2073	1326
PENG0000029407	396	422	465	358	240	191	512	359
PENG0000029408	0	0	0	0	0	0	1	0
PENG0000029409	708	818	870	571	707	530	1223	690
PENG0000029410	1	2	0	2	1	0	0	2
PENG0000029411	0	0	0	0	0	0	0	0
PENG0000029412	1	0	0	0	0	0	0	0
PENG0000029413	0	0	0	0	0	0	0	0
PENG0000029414	0	0	0	0	0	0	0	0
PENG0000029415	0	0	0	0	0	0	0	0
PENG0000029416	8	5	14	6	2	2	6	5
PENG0000029417	0	0	0	0	0	0	0	0
PENG0000029418	2	1	0	0	0	0	1	1
PENG0000029419	4	6	6	7	5	4	4	3
PENG0000029420	307	341	369	246	556	652	628	796
PENG0000029421	0	2	2	0	0	0	0	0
PENG0000029422	1151	1377	1593	1176	1274	920	1742	1322
PENG0000029423	0	0	0	0	0	0	0	0
PENG0000029424	9	9	5	7	11	4	8	15
PENG0000029425	0	0	0	0	0	0	0	0
PENG0000029426	30	35	33	25	24	26	40	31
PENG0000029427	0	0	0	0	0	0	0	0
PENG0000029428	23	74	178	111	18	11	104	46
PENG0000029429	35	33	27	32	12	6	10	14
PENG0000029430	158	245	192	186	130	134	333	172
PENG0000029431	2382	2531	2834	2077	2430	1745	3894	2127
PENG0000029432	0	0	0	0	0	0	0	0
PENG0000029433	0	0	0	0	0	0	0	0
PENG0000029434	1159	1019	1329	968	774	557	1209	944
PENG0000029435	411	468	412	325	326	228	470	313
PENG0000029436	0	0	0	0	0	0	0	0
PENG0000029437	3	8	4	7	1	2	5	0
PENG0000029438	0	0	0	0	0	0	0	0
PENG0000029439	70	68	81	67	26	11	40	22
PENG0000029440	7	11	4	6	7	6	9	11
PENG0000029441	7	3	29	8	6	2	20	6
PENG0000029442	0	0	0	0	0	0	0	0
PENG0000029443	0	0	0	0	0	0	0	0
PENG0000029444	232	248	186	229	191	146	207	249
PENG0000029445	0	0	0	0	0	0	0	0
PENG0000029446	0	0	0	0	0	0	0	0
PENG0000029447	1	4	8	5	7	4	5	4
PENG0000029448	0	0	0	0	0	0	0	0
PENG0000029449	36	63	126	46	20	41	100	39
PENG0000029450	5	10	17	26	5	5	35	19
PENG0000029451	0	0	0	0	0	0	0	0
PENG0000029452	297	350	341	289	230	214	366	260
PENG0000029453	583	451	337	273	249	113	343	132
PENG0000029454	49	64	37	43	48	46	65	58
PENG0000029455	950	907	1100	785	823	559	1559	822
PENG0000029456	0	0	0	0	0	0	0	0
PENG0000029457	0	0	1	0	1	0	0	0
PENG0000029458	0	0	1	0	1	0	0	0
PENG0000029459	0	0	0	0	0	0	0	0
PENG0000029460	116	118	62	94	145	66	101	87
PENG0000029461	0	0	0	0	0	0	0	0
PENG0000029462	51	53	53	57	36	27	53	43
PENG0000029463	0	0	0	0	0	0	0	0
PENG0000029464	0	0	0	0	0	0	0	0
PENG0000029465	335	414	402	291	247	167	476	276
PENG0000029466	0	0	0	0	0	0	0	0
PENG0000029467	2053	1746	2600	2005	2420	1257	3223	2459
PENG0000029468	0	0	1	0	0	0	1	0
PENG0000029469	1445	1414	1240	993	1134	750	1343	996
PENG0000029470	1	1	0	0	1	0	0	0
PENG0000029471	1181	1401	1526	1146	1090	963	2068	1563
PENG0000029472	4536	5225	5539	4435	4315	4095	7681	5029
PENG0000029473	0	0	0	1	0	0	0	0
PENG0000029474	318	356	620	411	253	136	489	303
PENG0000029475	97	113	105	96	92	34	139	79
PENG0000029476	19	17	20	14	18	7	41	50
PENG0000029477	0	0	0	0	0	0	0	0
PENG0000029478	292	351	392	235	150	109	290	149
PENG0000029479	0	2	0	0	0	1	4	0
PENG0000029480	103	86	66	75	86	65	90	65
PENG0000029481	0	0	0	0	0	0	0	0
PENG0000029482	0	1	0	0	1	0	0	0
PENG0000029483	0	6	1	2	1	8	2	2
PENG0000029484	0	0	1	0	0	0	0	0
PENG0000029485	0	0	0	0	0	0	0	0
PENG0000029486	2	3	0	2	1	1	1	4
PENG0000029487	1	4	11	5	3	0	4	2
PENG0000029488	769	816	922	646	707	405	996	616
PENG0000029489	0	0	0	1	0	0	0	0
PENG0000029490	390	561	515	366	340	263	608	310
PENG0000029491	635	800	760	524	448	432	859	593
PENG0000029492	158	167	168	178	149	124	290	171
PENG0000029493	930	997	946	713	1038	561	1389	871
PENG0000029494	14	22	13	6	9	4	20	4
PENG0000029495	1333	1598	1741	1463	1505	1308	2919	2279
PENG0000029496	0	0	0	0	0	0	0	0
PENG0000029497	226	225	200	188	156	68	196	153
PENG0000029498	212	189	351	119	139	69	515	91
PENG0000029499	123066	131254	117031	103306	105581	68626	108148	89715
PENG0000029500	0	0	0	0	0	0	0	0
PENG0000029501	79	66	83	61	57	11	56	21
PENG0000029502	260	315	302	246	297	214	351	282
PENG0000029503	418	435	402	333	398	243	579	323
PENG0000029504	0	0	0	0	1	0	0	0
PENG0000029505	751	948	929	801	603	542	967	750
PENG0000029506	872	969	1188	737	773	617	1089	796
PENG0000029507	0	1	0	2	0	0	0	1
PENG0000029508	0	0	1	2	0	0	0	0
PENG0000029509	0	0	0	1	0	0	1	1
PENG0000029510	0	0	0	0	0	0	0	0
PENG0000029511	0	0	0	0	0	0	0	0
PENG0000029512	0	5	0	1	0	1	1	0
PENG0000029513	52	7	8	5	5	1	1	0
PENG0000029514	0	0	0	0	0	0	0	0
PENG0000029515	197	191	153	147	159	88	207	117
PENG0000029516	0	0	0	0	0	0	0	0
PENG0000029517	0	0	0	1	0	0	0	0
PENG0000029518	0	0	0	0	0	0	0	0
PENG0000029519	14	3	13	4	12	2	7	7
PENG0000029520	519	550	640	408	500	368	705	508
PENG0000029521	86	132	128	103	70	78	140	116
PENG0000029522	43	57	51	50	54	16	52	48
PENG0000029523	614	896	752	548	566	455	962	526
PENG0000029524	1	0	0	1	0	0	1	3
PENG0000029525	35302	37772	35559	24946	33937	18768	37144	24165
PENG0000029526	528	688	463	458	354	371	272	260
PENG0000029527	430	507	539	340	316	235	567	365
PENG0000029528	310	374	452	301	242	181	397	264
PENG0000029529	0	0	0	0	0	0	0	0
PENG0000029530	0	0	0	0	0	0	0	0
PENG0000029531	0	0	0	0	0	0	0	0
PENG0000029532	0	0	0	0	0	0	0	0
PENG0000029533	47	83	102	51	45	56	113	44
PENG0000029534	0	1	0	3	0	0	0	3
PENG0000029535	3904	4641	4691	3774	4862	3581	6757	5085
PENG0000029536	0	0	0	0	0	0	0	0
PENG0000029537	3	0	3	0	0	1	4	0
PENG0000029538	319	296	327	256	345	249	369	357
PENG0000029539	0	0	0	0	0	0	0	0
PENG0000029540	112	98	93	63	38	18	132	64
PENG0000029541	1481	1392	1476	936	1378	717	1426	931
PENG0000029542	330	445	421	330	274	262	581	291
PENG0000029543	0	0	0	0	0	0	0	0
PENG0000029544	654	734	736	663	469	326	732	514
PENG0000029545	7012	10164	9627	7644	5901	3838	9883	6517
PENG0000029546	0	2	1	1	2	1	2	2
PENG0000029547	98	193	160	128	124	102	183	129
PENG0000029548	0	0	0	0	0	0	0	0
PENG0000029549	2	1	0	0	0	0	1	0
PENG0000029550	63	70	60	45	70	30	83	48
PENG0000029551	17	38	69	5	26	12	278	15
PENG0000029552	10	7	2	4	9	11	9	15
PENG0000029553	485	457	489	365	445	269	625	390
PENG0000029554	1	2	1	1	1	0	6	1
PENG0000029555	805	1071	1391	828	764	517	1395	720
PENG0000029556	0	0	0	0	0	0	1	2
PENG0000029557	329	494	417	294	335	258	572	325
PENG0000029558	9286	12299	11624	8408	6131	4507	9270	6448
PENG0000029559	940	1192	949	812	1096	766	1452	1192
PENG0000029560	0	0	0	0	0	0	0	0
PENG0000029561	9594	10990	11654	8302	8468	6521	14671	8466
PENG0000029562	0	0	0	0	0	0	0	0
PENG0000029563	0	0	0	0	0	0	0	0
PENG0000029564	0	4	2	2	2	2	3	0
PENG0000029565	436	469	514	331	354	249	568	317
PENG0000029566	0	2	0	0	2	1	0	0
PENG0000029567	0	5	10	0	2	4	27	6
PENG0000029568	99	126	131	98	83	73	118	105
PENG0000029569	393	364	393	307	336	229	402	338
PENG0000029570	0	0	0	0	0	0	0	0
PENG0000029571	0	0	0	2	0	0	1	0
PENG0000029572	941	3316	2112	1244	674	1488	2376	1011
PENG0000029573	2817	3587	3834	2762	2734	2150	5223	2623
PENG0000029574	910	963	1022	733	826	509	1191	855
PENG0000029575	615	911	819	581	811	934	1403	1031
PENG0000029576	0	0	0	0	0	0	0	0
PENG0000029577	67	188	99	76	20	52	261	25
PENG0000029578	1470	1507	2633	1487	962	795	3591	1030
PENG0000029579	9	5	3	2	4	1	1	2
PENG0000029580	0	0	0	2	0	0	1	0
PENG0000029581	845	1025	982	783	755	621	1185	771
PENG0000029582	0	0	0	0	0	0	0	0
PENG0000029583	95	55	141	55	54	19	98	49
PENG0000029584	2000	2153	2474	2022	2077	2194	3871	3448
PENG0000029585	960	1099	1138	792	854	737	1448	890
PENG0000029586	0	0	0	0	0	0	0	0
PENG0000029587	0	0	0	0	0	0	0	0
PENG0000029588	0	0	0	0	0	0	0	0
PENG0000029589	292	385	443	333	302	248	565	378
PENG0000029590	280	700	278	659	135	287	368	346
PENG0000029591	45	69	52	66	24	33	45	53
PENG0000029592	0	0	0	0	0	0	0	0
PENG0000029593	0	0	0	1	0	0	0	0
PENG0000029594	182	262	288	212	154	158	237	180
PENG0000029595	0	0	0	0	0	0	0	0
PENG0000029596	1	1	2	0	0	0	2	0
PENG0000029597	2180	2257	2184	1549	1950	1250	2688	1694
PENG0000029598	20	64	43	49	28	18	55	31
PENG0000029599	0	0	0	0	0	0	0	0
PENG0000029600	0	0	0	0	0	0	0	0
PENG0000029601	0	0	0	0	0	0	0	0
PENG0000029602	0	0	0	0	0	0	0	0
PENG0000029603	0	0	0	0	0	0	0	0
PENG0000029604	1787	1641	1796	1594	1522	1106	2409	1726
PENG0000029605	18	17	23	14	8	11	23	13
PENG0000029606	4	2	0	0	2	1	1	3
PENG0000029607	1	1	1	3	2	0	0	0
PENG0000029608	1766	2561	2858	1976	1823	1524	3870	2113
PENG0000029609	0	0	0	0	0	0	0	0
PENG0000029610	0	0	0	0	0	0	0	0
PENG0000029611	15	11	16	16	14	8	20	7
PENG0000029612	0	0	0	0	0	0	0	0
PENG0000029613	879	837	961	591	803	511	1038	686
PENG0000029614	446	531	666	360	330	287	604	405
PENG0000029615	0	0	0	0	0	0	0	0
PENG0000029616	82	33	40	34	21	5	41	9
PENG0000029617	148	239	156	177	77	81	184	139
PENG0000029618	0	0	0	0	0	0	0	0
PENG0000029619	0	0	0	1	1	0	0	0
PENG0000029620	547	539	499	365	478	374	719	514
PENG0000029621	2	1	3	1	1	1	1	2
PENG0000029622	0	0	0	0	0	0	0	0
PENG0000029623	44	41	47	31	40	23	52	44
PENG0000029624	0	2	3	0	0	0	1	0
PENG0000029625	1213	1265	1163	1217	471	326	691	436
PENG0000029626	792	1019	1595	998	580	579	1183	808
PENG0000029627	0	0	0	0	0	0	0	0
PENG0000029628	1536	1731	2001	1461	1289	996	2281	1612
PENG0000029629	0	0	0	0	0	0	0	0
PENG0000029630	0	0	0	0	0	0	0	0
PENG0000029631	0	0	0	0	0	0	0	0
PENG0000029632	364	259	532	255	222	97	332	169
PENG0000029633	0	0	0	0	0	0	0	0
PENG0000029634	0	0	0	1	0	0	0	0
PENG0000029635	0	0	0	0	0	0	0	0
PENG0000029636	0	0	0	0	0	0	0	1
PENG0000029637	76	84	139	99	74	40	145	76
PENG0000029638	389	532	472	382	349	347	609	385
PENG0000029639	497	1106	661	727	530	662	735	1037
PENG0000029640	0	0	0	0	0	0	0	0
PENG0000029641	0	0	0	0	0	0	0	0
PENG0000029642	0	0	0	0	1	0	0	0
PENG0000029643	0	0	0	0	0	0	0	0
PENG0000029644	957	900	793	649	700	372	734	541
PENG0000029645	9584	12261	13513	10454	8822	8087	15577	11510
PENG0000029646	0	0	0	0	0	0	0	0
PENG0000029647	362	356	380	268	276	141	388	229
PENG0000029648	0	6	8	1	1	4	9	3
PENG0000029649	7	4	8	5	8	1	9	8
PENG0000029650	1	0	0	1	0	0	0	0
PENG0000029651	372	752	530	396	239	380	291	485
PENG0000029652	61	99	100	65	70	41	85	65
PENG0000029653	0	0	0	0	0	0	0	0
PENG0000029654	0	0	0	0	0	0	0	0
PENG0000029655	0	0	0	0	0	0	0	0
PENG0000029656	622	1591	995	505	237	571	1072	417
PENG0000029657	893	912	1021	693	855	669	1284	830
PENG0000029658	1219	1489	1466	863	1424	1008	1923	1097
PENG0000029659	0	0	1	0	0	0	0	0
PENG0000029660	301	365	266	257	273	192	364	307
PENG0000029661	3035	3240	2961	2556	2016	1102	2432	1538
PENG0000029662	514	711	581	510	414	397	573	476
PENG0000029663	348	339	373	284	273	169	698	247
PENG0000029664	621	587	587	508	518	420	589	543
PENG0000029665	19	38	106	47	12	11	77	17
PENG0000029666	158	178	175	146	184	107	210	184
PENG0000029667	4	0	3	0	1	1	3	1
PENG0000029668	0	0	0	0	0	0	0	0
PENG0000029669	0	0	0	0	0	0	0	0
PENG0000029670	0	0	0	0	0	0	0	0
PENG0000029671	61	84	74	73	53	37	103	82
PENG0000029672	10	11	16	8	5	10	20	11
PENG0000029673	2298	2561	2780	2141	1717	1304	2907	1839
PENG0000029674	779	943	853	716	720	493	1012	695
PENG0000029675	0	0	0	0	0	0	0	0
PENG0000029676	623	610	733	521	601	409	728	557
PENG0000029677	217	285	238	232	123	95	221	155
PENG0000029678	0	0	0	0	0	0	0	0
PENG0000029679	40	32	21	70	42	20	24	38
PENG0000029680	894	780	883	1035	209	201	1237	481
PENG0000029681	15	6	12	10	1	0	5	0
PENG0000029682	16	42	31	27	28	22	36	27
PENG0000029683	2219	1591	1379	1068	1940	842	2045	1718
PENG0000029684	831	1021	1177	774	627	483	1288	682
PENG0000029685	764	921	1022	767	584	520	1027	680
PENG0000029686	4	17	4	3	3	2	11	3
PENG0000029687	0	0	0	0	0	0	0	0
PENG0000029688	73	87	83	60	62	34	96	41
PENG0000029689	1	1	3	0	3	1	2	1
PENG0000029690	0	0	0	0	0	0	0	0
PENG0000029691	724	819	901	638	628	402	1076	632
PENG0000029692	0	0	0	0	0	0	0	0
PENG0000029693	16	13	11	15	0	0	1	0
PENG0000029694	81	96	74	97	32	35	101	82
PENG0000029695	0	0	0	0	0	0	0	0
PENG0000029696	2716	2876	3325	2696	2251	1560	3733	2370
PENG0000029697	23	27	15	16	13	7	15	12
PENG0000029698	86	113	141	97	61	64	141	76
PENG0000029699	0	0	1	0	0	0	0	0
PENG0000029700	1	0	2	0	0	0	5	0
PENG0000029701	229	257	222	185	203	158	308	186
PENG0000029702	0	0	0	0	0	0	0	0
PENG0000029703	5	0	2	0	0	0	2	0
PENG0000029704	0	1	3	0	0	0	3	0
PENG0000029705	8	11	16	11	18	10	23	14
PENG0000029706	0	0	0	0	0	0	0	0
PENG0000029707	0	0	0	0	0	0	0	0
PENG0000029708	1248	1663	1589	1187	847	840	1759	1018
PENG0000029709	782	812	699	535	926	581	916	1005
PENG0000029710	0	0	0	0	1	0	2	0
PENG0000029711	5	21	13	15	5	6	3	5
PENG0000029712	0	3	2	0	1	3	0	0
PENG0000029713	0	0	0	0	0	0	0	0
PENG0000029714	0	1	0	0	1	0	0	0
PENG0000029715	0	0	0	0	0	0	0	0
PENG0000029716	0	0	0	0	0	0	0	0
PENG0000029717	0	0	0	0	0	0	0	0
PENG0000029718	55	46	51	49	43	48	66	51
PENG0000029719	415	400	409	354	389	215	561	372
PENG0000029720	0	0	0	0	0	0	0	0
PENG0000029721	305	360	317	252	273	187	371	273
PENG0000029722	0	0	0	0	0	0	0	0
PENG0000029723	0	0	0	0	0	0	0	0
PENG0000029724	0	3	4	2	3	4	6	2
PENG0000029725	37025	49115	42779	33281	38294	38054	49197	34838
PENG0000029726	2	4	3	4	0	0	8	3
PENG0000029727	1483	1558	1795	1313	1113	893	1752	1277
PENG0000029728	0	0	0	0	0	0	1	0
PENG0000029729	12	6	2	8	3	3	12	1
PENG0000029730	0	0	0	0	0	0	0	0
PENG0000029731	0	0	0	0	0	0	0	0
PENG0000029732	196	211	240	174	224	142	255	164
PENG0000029733	0	0	0	0	0	0	0	0
PENG0000029734	0	0	0	0	0	0	0	0
PENG0000029735	0	0	0	0	0	0	0	0
PENG0000029736	0	1	0	0	1	1	1	1
PENG0000029737	37	39	35	21	38	19	37	41
PENG0000029738	1698	2459	2326	1502	1096	1190	2270	1440
PENG0000029739	0	3	3	0	1	0	1	0
PENG0000029740	0	0	0	0	0	0	0	0
PENG0000029741	0	0	0	0	0	0	0	0
PENG0000029742	49	53	93	49	39	36	99	42
PENG0000029743	6	3	3	3	5	2	5	4
PENG0000029744	0	0	0	0	0	0	0	0
PENG0000029745	991	1086	1161	821	814	532	1223	714
PENG0000029746	7533	11600	13244	8250	8744	8083	17007	11269
PENG0000029747	0	0	0	0	0	0	0	0
PENG0000029748	42	72	33	92	199	255	211	560
PENG0000029749	368	464	383	306	346	205	321	256
PENG0000029750	297906	329988	290288	255259	255662	165709	266337	223691
PENG0000029751	1	4	6	2	1	2	6	3
PENG0000029752	4230	4313	5631	4204	1103	658	2387	930
PENG0000029753	2013	1921	1742	2040	1857	1227	2316	2422
PENG0000029754	0	0	0	0	1	0	1	0
PENG0000029755	326	246	274	242	218	189	232	187
PENG0000029756	2485	2824	2755	1908	3164	2497	4952	3564
PENG0000029757	59	76	45	45	51	32	117	47
PENG0000029758	0	0	0	0	0	0	0	0
PENG0000029759	0	0	0	0	0	0	0	0
PENG0000029760	0	0	0	0	0	0	0	0
PENG0000029761	1	0	0	0	0	1	1	0
PENG0000029762	0	0	0	0	1	0	0	0
PENG0000029763	0	0	0	1	0	0	0	0
PENG0000029764	30	23	11	35	7	6	8	13
PENG0000029765	4	1	3	4	1	1	4	4
PENG0000029766	126	161	17	77	404	241	38	350
PENG0000029767	0	0	0	0	0	0	0	0
PENG0000029768	3	3	0	2	0	0	2	0
PENG0000029769	413	524	536	330	367	214	500	342
PENG0000029770	0	0	0	0	0	0	0	0
PENG0000029771	0	1	0	0	0	0	0	0
PENG0000029772	1227	1351	1530	973	1296	1100	2227	1342
PENG0000029773	0	0	0	0	0	0	0	0
PENG0000029774	254	282	306	210	286	196	451	376
PENG0000029775	205	231	202	148	240	118	310	226
PENG0000029776	0	0	0	0	0	0	0	0
PENG0000029777	3674	4059	4005	3578	4236	2816	5013	4079
PENG0000029778	287	342	312	277	245	181	426	297
PENG0000029779	0	0	0	0	0	0	0	0
PENG0000029780	0	1	1	0	0	0	0	0
PENG0000029781	48	86	39	70	25	6	16	9
PENG0000029782	0	2	1	4	1	0	0	0
PENG0000029783	3	2	2	2	1	0	3	4
PENG0000029784	0	0	0	0	2	0	0	0
PENG0000029785	0	1	0	1	0	0	0	0
PENG0000029786	0	0	0	0	0	0	0	0
PENG0000029787	41	71	47	35	42	36	117	36
